back,front
0.011136101616753472,0.0042070624269085165
0.01113485077281057,0.004212242409035011
0.011127100815007715,0.004238354247293355
0.01111726454746576,0.004272370985996575
0.011111234500084395,0.004292170677656009
0.01110388579191985,0.004313614927692178
0.01109533992814429,0.004337125236605421
0.011088471589265046,0.004356762921368634
0.011076889979986496,0.0043908554830668885
0.011073241999119889,0.004429585963119695
0.011078904705283082,0.004450514993549866
0.011082428355275849,0.004469971362455392
0.011081358356240354,0.004473753564151717
0.011078181325653453,0.004471904613353588
0.011072733372817806,0.004463035677686149
0.011076807092737269,0.004448822398244599
0.011085002569504726,0.004436593703281732
0.011098637522002797,0.004414494361406491
0.011119128568672839,0.004377771071445795
0.011148217283649208,0.004321244793173707
0.011139055416907793,0.004356628700538918
0.011104767410843461,0.004450263977050781
0.011108839246961806,0.00466666845627773
0.011172261179229356,0.004936939286596982
0.01117268974398389,0.00505838417712553
0.011147161413122107,0.005117608529550058
0.011125606018819926,0.005153870759186921
0.011115379804446372,0.005175071527928482
0.01112518310546875,0.005167471803264854
0.011148953849886673,0.005141989625530479
0.011167307724187402,0.005123263229558497
0.01117727209020544,0.005121632328739872
0.011179194509247203,0.00512961917453342
0.011177815566828222,0.005148007428204572
0.011171347535686727,0.005172083819354022
0.01116095272111304,0.005202580675666715
0.011150361049322434,0.005231624179416233
0.011137178209092881,0.005267849203980999
0.011123049700701678,0.005303003287609713
0.011097126713505498,0.005306883446964218
0.011066522480529032,0.005306456295060524
0.011037271758656443,0.005295524126217689
0.011010553807388117,0.005282065780074508
0.011004561436029127,0.00526911794403453
0.011008679425274885,0.0052490587587709775
0.011036107569565008,0.0052281617529598284
0.01106744083357446,0.00520735893720462
0.011108881632486979,0.005183429953492718
0.011142936047212578,0.005142971556863667
0.011163606996889465,0.005079420113269194
0.01116932056568287,0.005044474189664111
0.011136272100754725,0.005048831892602238
0.011096247920283565,0.005056334601508246
0.011082483927408855,0.005043690057448399
0.011075544945987654,0.005013369807490596
0.01107094376175492,0.00498994332772714
0.011062469482421875,0.004966309158890335
0.011058210208092207,0.004939618522738233
0.011045562367380402,0.004915864732530382
0.010995391092182678,0.004936987323525511
0.010958883968400366,0.004944174024793837
0.010911031652379919,0.004937075862178096
0.01085934297538098,0.004876121709376207
0.010765376149872203,0.004888380074206693
0.011118251659252025,0.004273072701913339
0.01110749892246576,0.004306748472614053
0.011094982947832272,0.004340388922043789
0.01108427259657118,0.004369882183310426
0.01107304514190297,0.004406709553282938
0.01107853830596547,0.004446880670241368
0.01108403147002797,0.0044721396175431615
0.011081064483265818,0.004476496849531009
0.01107412267614294,0.00446663279592255
0.011074368512188947,0.004455816480848524
0.011081243444372106,0.0044399996157045716
0.011096958113305362,0.004413524203830296
0.011115040720244985,0.004380723458749277
0.011128947882004726,0.004356329176161024
0.011126878526475694,0.004370980910312983
0.011087498605987171,0.004479657396858121
0.011104266319745853,0.004635390764401282
0.011169714280116707,0.004866686691472559
0.011170231383523821,0.005015111852575231
0.011159283673321757,0.005093765258789062
0.011137530479902104,0.005132709550268856
0.011144018290955343,0.005130904397846739
0.011163972454306519,0.0051106846185378085
0.011174201494381752,0.005103269977334105
0.011179524174442996,0.005107239617241753
0.011182106865776907,0.005111223385657794
0.011184486106589989,0.005116690647454909
0.011183809821988331,0.005127346368483555
0.011180492448218076,0.005145917821813513
0.011173347190574362,0.005168836617175443
0.01116390746316792,0.005194655524359809
0.011154224725417149,0.005219667222764757
0.011137170673888407,0.0052632673287097325
0.011125622973029993,0.005292999832718461
0.011105902401017555,0.005304636072229456
0.011082856920030382,0.005305188496907552
0.01105732105396412,0.005304360566315828
0.011036334567599827,0.005295261335961613
0.011011091632607543,0.0052828160038700805
0.011003593162254051,0.005259439915786554
0.01101712073808835,0.005238422346703801
0.011054684674298322,0.00521020206404321
0.011122699313693574,0.005171350078818238
0.01108419441882475,0.00518283278853805
0.011117891853238328,0.005258541342652874
0.01099481088143808,0.005237896766191646
0.011131367624541859,0.004996294563199267
0.011075542120285976,0.0049841313303252794
0.010996680554048515,0.00520933457362799
0.01083735430682147,0.004885176670404128
0.010856968444070698,0.0050196711222330725
0.010892085322627315,0.005201229048363957
0.010907905484423226,0.004884887035982108
0.010724115253966531,0.005020834840374229
0.010477446567865065,0.005098437085563754
0.010787998717508199,0.004539570278591579
0.010843153588565779,0.004516404705283083
0.010272340185848283,0.00492292003867067
0.009858148833851756,0.005010077865035446
0.010003647980866608,0.005056625177830826
0.010104874975887346,0.004977937392246576
0.010115687994309414,0.004934253457151813
0.010142442679699557,0.004910415837794174
0.010259954193491995,0.004845089382595486
0.01052792113504292,0.00506586946087119
0.010301884780695408,0.004876621387622975
0.010495382238317419,0.005015984052493249
0.010780591611508971,0.004532168823995708
0.010345660551094715,0.004940352734224296
0.009894944179205247,0.004916338979462046
0.010120870331187307,0.004878672847041379
0.00964569374367043,0.004803868988413868
0.009536473780502508,0.004797121683756509
0.00949573469750675,0.004800887873143325
0.009414733133198303,0.004812968218768085
0.00936362937644676,0.004813441994749469
0.009474394998432677,0.0048011063940731095
0.009871993830174576,0.00484296304208261
0.009722363507306134,0.004816164087366175
0.00981803517282745,0.004828354635356385
0.01003657494062259,0.0048597161563826196
0.009770226184232735,0.004814104621793017
0.009475181485399787,0.004796119030611015
0.0091749346697772,0.0048216845665448975
0.009751525690526138,0.00496538798014323
0.009794796602225599,0.004980880360544464
0.009776459682134935,0.004826702541775174
0.009691832742573302,0.004949609732922212
0.010851704161844136,0.004739856013545284
0.00952460206585166,0.00486186839916088
0.009919090741946373,0.004848107702938127
0.009833369313934703,0.0048459300288447625
0.010105020028573495,0.005034235259633006
0.010741849357699172,0.005061172673731675
0.009864282490294656,0.004890423527470341
0.009966538040726274,0.004837546642915702
0.010242320873119213,0.004856214170102719
0.010204686294367283,0.0049746054190176504
0.011043612633222415,0.005092079727737991
0.011073371039496528,0.005107253274799865
0.010393134223090277,0.004876728764286747
0.011231329647111305,0.005118684179988909
0.01108168990523727,0.004565378353919512
0.011141877350983797,0.004639621781714168
0.01044984605577257,0.0047784037648895645
0.010716771255304784,0.004594604586377556
0.010999661669319058,0.004414008340717834
0.011027662489149307,0.004504452929084683
0.010951691615728685,0.004959956981517651
0.010789876867223668,0.005467742637351707
0.010539846538025656,0.005830964924376688
0.009945453596703801,0.006037921199092158
0.010371790756413967,0.005860400729709202
0.010685444584599248,0.005507614700882523
0.010246219399534627,0.005818326502670477
0.009499539975766783,0.005884272728437259
0.010174043443467881,0.00571666623339241
0.010994618733723958,0.004677891672393422
0.010191303771219136,0.005533149625048226
0.010949399029767073,0.004737867190514082
0.010571795805000965,0.005211618211534288
0.00982169634030189,0.005346350964204764
0.010571410567672164,0.005097372266981337
0.010737770928276909,0.004973648918999565
0.010658753948447145,0.004928820103774836
0.011026486997251157,0.004391698484067564
0.010900551124855324,0.004646806599181375
0.010583302062234762,0.004779275022907023
0.011074677455572435,0.004085142347547743
0.01106887158052421,0.004109395816002363
0.011089087592230902,0.0040468399612991895
0.010854689044716918,0.004482962525921104
0.011121078302830824,0.004265915199562356
0.01110613410855517,0.004312717767409336
0.011093656751844618,0.004346372816297743
0.011075003353165993,0.004397636225194107
0.011081780327690973,0.004454766261724779
0.011093407148196373,0.004492697068202643
0.011102218627929688,0.004522543071228781
0.011110178629557292,0.004550869317702305
0.011116966906888985,0.0045776795752254535
0.0111205404776114,0.004597290415822724
0.011118587917751737,0.004604213384934414
0.011110571402090567,0.004592295517156154
0.011099351482626833,0.00457440835458261
0.011097420586480035,0.004579287870430652
0.011106951678240742,0.0046180663874119884
0.011134012481312692,0.004705329706639419
0.011167659994996623,0.004879426838439188
0.011168312732084296,0.004982449095926167
0.011168955108265818,0.0050579857531888985
0.011154198352201487,0.005099078519844714
0.011139307846257716,0.005126571655273438
0.011143269480010608,0.00512729032540027
0.011155961590048707,0.005113999166606385
0.011165608535578223,0.005104206697440442
0.011172433547031733,0.005098769576461227
0.01117765261803144,0.005096722826545622
0.011180170318226757,0.005097493301203222
0.011182260395568093,0.005100448985158662
0.011184050006630981,0.005107024863914207
0.011182178450219423,0.005116623301564911
0.011173871829185954,0.005139559051136911
0.01116565563060619,0.005162284285933883
0.011155228791413483,0.005188835991753472
0.011145361441153067,0.005213053197036554
0.01113162947289738,0.005247903517734857
0.01111965885868779,0.0052786245463806915
0.01110083309220679,0.005295770904164256
0.011076634724934895,0.005297582178940008
0.011061742335190009,0.005299693919994213
0.011051480328595197,0.0053004615689501355
0.011039650057568963,0.005295837308153694
0.01103061157980083,0.00529219780439212
0.011014763160988136,0.005285713760941117
0.011006889814211999,0.0052789334897641775
0.011003102432062596,0.005265056939772618
0.011003363338517555,0.005249281047303
0.011028547875675154,0.005228642593195409
0.011058003931869695,0.005208234433774595
0.011090674694673515,0.005189030494218991
0.011128172697844328,0.005166956583658854
0.011140374077690973,0.0051325762713397
0.011154936802240065,0.00508554623450762
0.011167555444034529,0.005042359151957948
0.011166446827076099,0.005012680336281105
0.011136231599030672,0.005007715578432436
0.011080046288761091,0.0050406434800889756
0.011074960967640818,0.005013983926655334
0.011086745085539642,0.004983254420904465
0.011045380580572434,0.005210197354540412
0.011043984683943384,0.004823393174159674
0.010964057828173225,0.005185320818865741
0.011062392246576003,0.0048985342331874515
0.010759812343267746,0.005497500101725261
0.011118410840446567,0.004272007412380642
0.011104348265094521,0.004315016475724585
0.011094107922212576,0.0043427535633981966
0.011082883293246045,0.0043741075492199554
0.011073979507257909,0.004400446856463397
0.011072319878472221,0.004417527281207803
0.011075747454607928,0.004441656889738859
0.011078635321723089,0.004454584945867091
0.011079757125289351,0.004464343977563175
0.011078323552637924,0.004466747707790799
0.011074891266999422,0.00446346895194348
0.011073761928228685,0.004454819479106384
0.011078087135597511,0.004442819195029177
0.011095344637647088,0.004414284788532022
0.011113025994948398,0.004382599724663629
0.0111300508475598,0.00435286674970462
0.01112650082435137,0.0043718691225405094
0.011100673911012248,0.004444337067780671
0.01109782842942226,0.004616415706681616
0.011169731234326775,0.004894557529025608
0.011169955406659916,0.004990487746250482
0.011167659994996623,0.005073633547182436
0.011148864369333525,0.005111217263304157
0.011136288113064238,0.005135689252688561
0.011142218318986303,0.005132354924708237
0.011155711044499902,0.005118454827202691
0.011165363641432776,0.0051090278154538
0.011174856115270545,0.005102510805483218
0.011178579448181904,0.0051037621203763985
0.011181034982940296,0.005107201941219377
0.011183284241476178,0.005109962651759018
0.011184905252338928,0.00511468298641252
0.011184686731409143,0.005122997142650463
0.0111831118736738,0.0051339608651620365
0.011180178795331789,0.005146359102225598
0.011174085640612945,0.005165754718545044
0.01116312097620081,0.005195820184401523
0.011153845139491704,0.0052197934374397185
0.011142705281575523,0.005248236008632331
0.01113359898696711,0.005272213029272763
0.011124372129087096,0.005296678425353251
0.01109693079818914,0.005304895094883294
0.011081947044089989,0.005305352858555171
0.011061491789641205,0.005305522400655864
0.011045518098054109,0.005299348242488909
0.011028883192274306,0.005292154006016107
0.011012034475067515,0.005284543920446325
0.01100487885651765,0.005277091132269965
0.011002976217387635,0.005260370042588975
0.011005637086467979,0.005245931177963446
0.011030620056905863,0.005226255817177856
0.01105264828528887,0.0052104544933931326
0.011091594931520062,0.005188114024974682
0.011128779281804592,0.005166858626000675
0.011155264583634741,0.0050891089733736015
0.011169822598681038,0.005042849411199122
0.01117145585425106,0.0050077198169849535
0.011135624073169849,0.005022282541534047
0.011084037121431328,0.005050688849555121
0.011079218358169367,0.005003893816912616
0.011093276224018615,0.005025337595998505
0.010881169637044271,0.004905992672767168
0.010941359908492477,0.005194115815339265
0.011090209395797164,0.004869408313138986
0.010849745008680555,0.005306023491753472
0.011005641795970775,0.004789182874891492
0.010844007892373168,0.005033597592954282
0.010762498643663194,0.005145726145049671
0.010651313875928338,0.005150344283492477
0.010480737568419655,0.005147501627604167
0.010298457204559703,0.005065649998040846
0.010107878696771315,0.005034851262598862
0.010043388649269387,0.005035926442087432
0.010020347877785012,0.005043367456506799
0.010075591287495179,0.005064694910873602
0.010109924504786361,0.005046247788417486
0.010133097142349055,0.0049900050222137825
0.010183112062053915,0.0049269556116174765
0.01022166970335407,0.004875210420584974
0.010285864935980903,0.004824721253948447
0.01031361050075955,0.004809888674889082
0.010322830765335649,0.004804491584683642
0.010302099534022956,0.00481482187906901
0.010206197102864583,0.004876943988564574
0.010141159811137635,0.004920603905195072
0.010103402785312982,0.004947458902994792
0.010097564885645737,0.004954965379503038
0.010134780318648727,0.0049421362229335455
0.010258502724729938,0.004915920304663387
0.010380725625120563,0.004878372380762924
0.010449987340856481,0.004845368185161073
0.010505314579716436,0.004816297837245611
0.010583016666365259,0.004780500906485099
0.010610279036156925,0.004772707621256509
0.010627165429386092,0.0047807933666087965
0.010631718576690296,0.004796723730770158
0.010657775313765914,0.004797306767216436
0.010723857173213253,0.004761322869194879
0.010816745522581502,0.004702334933810764
0.010890611248251832,0.00465635605800299
0.01094191657172309,0.004629080501603492
0.010981647821120273,0.00462169411741657
0.010988799672067902,0.004630300733778212
0.01099575466579861,0.004643050299750435
0.011012618453414351,0.00464410098982446
0.011027055905189043,0.004655345398702739
0.011045587798695506,0.0046779745596426505
0.011058839397665894,0.0046962733327606575
0.011066885112244405,0.0047122517338505495
0.011072638240861304,0.004729413162043065
0.011080557740764854,0.004754166308744454
0.011088012883692612,0.004769679410957996
0.011094034453968943,0.004784699899178965
0.011098705338843076,0.004797050099313995
